season,player_id,team_id,player,canonical_classification,current_selected_source_layer,covered_before_safe_lock,safe_lock_source_supplied,safe_lock_value_valid,newly_resolved_by_safe_lock,selected_source_layer_after_safe_lock,covered_after_safe_lock,team_oreb_on,team_dreb_on,opponent_oreb_on,opponent_dreb_on,team_oreb_off,team_dreb_off,opponent_oreb_off,opponent_dreb_off,seconds_on,seconds_off,games_processed,safe_treb_on,safe_treb_off,safe_treb_swing_pp,safe_lock_segment_rows,locked_treb_on,locked_treb_off,locked_treb_swing_pp,safe_vs_locked_on_diff_pp,safe_vs_locked_off_diff_pp,safe_vs_locked_swing_diff_pp,safe_vs_locked_max_abs_diff_pp,material_numeric_conflict_gt_0_01pp
2019-20,1626209,1610612757,Mario Hezonja,full_core,validated_exact_game_union_or_repair,True,False,False,False,validated_exact_game_union_or_repair,True,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1626220,1610612762,Royce O'Neale,full_core,validated_exact_game_union_or_repair,True,False,False,False,validated_exact_game_union_or_repair,True,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1626224,1610612739,Cedi Osman,full_core,not_yet_supplied_after_exact_union_and_locked_layer,False,False,False,False,not_yet_supplied_after_exact_union_and_locked_layer,False,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1626245,1610612741,Cristiano Felicio,full_core,not_yet_supplied_after_exact_union_and_locked_layer,False,False,False,False,not_yet_supplied_after_exact_union_and_locked_layer,False,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1626246,1610612742,Boban Marjanovic,full_core,validated_exact_game_union_or_repair,True,False,False,False,validated_exact_game_union_or_repair,True,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1626259,1610612761,Malcolm Miller,full_core,not_yet_supplied_after_exact_union_and_locked_layer,False,False,False,False,not_yet_supplied_after_exact_union_and_locked_layer,False,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1627732,1610612755,Ben Simmons,full_core,validated_exact_game_union_or_repair,True,False,False,False,validated_exact_game_union_or_repair,True,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1627733,1610612744,Dragan Bender,partial,older_locked_completed_export,True,True,True,False,older_locked_completed_export,True,39.0,153.0,36.0,155.0,59.0,165.0,64.0,174.0,11690.0,14230.0,9.0,0.5013054830287206,0.48484848484848486,1.6456998180235716,2.0,0.5013054830287206,0.48484848484848486,1.6456998180235716,0.0,0.0,0.0,0.0,False
2019-20,1627733,1610612749,Dragan Bender,partial,older_locked_completed_export,True,True,True,False,older_locked_completed_export,True,10.0,86.0,28.0,58.0,608.0,2282.0,612.0,1990.0,5444.0,147496.0,53.0,0.5274725274725275,0.5262199563000728,0.12525711724546973,1.0,0.5274725274725275,0.5262199563000728,0.12525711724546973,0.0,0.0,0.0,0.0,False
2019-20,1627734,1610612754,Domantas Sabonis,full_core,not_yet_supplied_after_exact_union_and_locked_layer,False,False,False,False,not_yet_supplied_after_exact_union_and_locked_layer,False,,,,,,,,,,,,,,,,,,,,,,,
